Date,BTC-USD,ETH-USD,USDT-USD,BNB-USD,USDC-USD,XRP-USD,ADA-USD,SOL-USD,DOGE-USD,TRX-USD,TON-USD,MATIC-USD,DOT-USD,LTC-USD,AVAX-USD,WBTC-USD,DAI-USD,WTRX-USD,STETH-USD,LINK-USD,LEO-USD,XLM-USD,WSTETH-USD,HBAR-USD,USDS33039-USD,SHIB-USD,SUI20947-USD,BCH-USD
2014-09-17 00:00:00+00:00,457.3340148925781,,,,,,,,,,,,,5.058549880981445,,,,,,,,,,,,,,
2014-09-18 00:00:00+00:00,424.44000244140625,,,,,,,,,,,,,4.685229778289795,,,,,,,,,,,,,,
2014-09-19 00:00:00+00:00,394.7959899902344,,,,,,,,,,,,,4.327770233154297,,,,,,,,,,,,,,
2014-09-20 00:00:00+00:00,408.90399169921875,,,,,,,,,,,,,4.286439895629883,,,,,,,,,,,,,,
2014-09-21 00:00:00+00:00,398.8210144042969,,,,,,,,,,,,,4.245920181274414,,,,,,,,,,,,,,
2014-09-22 00:00:00+00:00,402.1520080566406,,,,,,,,,,,,,4.242350101470947,,,,,,,,,,,,,,
2014-09-23 00:00:00+00:00,435.7909851074219,,,,,,,,,,,,,4.746570110321045,,,,,,,,,,,,,,
2014-09-24 00:00:00+00:00,423.2049865722656,,,,,,,,,,,,,4.666790008544922,,,,,,,,,,,,,,
2014-09-25 00:00:00+00:00,411.5740051269531,,,,,,,,,,,,,4.514649868011475,,,,,,,,,,,,,,
2014-09-26 00:00:00+00:00,404.42498779296875,,,,,,,,,,,,,4.433589935302734,,,,,,,,,,,,,,
2014-09-27 00:00:00+00:00,399.5199890136719,,,,,,,,,,,,,4.421800136566162,,,,,,,,,,,,,,
2014-09-28 00:00:00+00:00,377.1809997558594,,,,,,,,,,,,,4.233230113983154,,,,,,,,,,,,,,
2014-09-29 00:00:00+00:00,375.4670104980469,,,,,,,,,,,,,4.246789932250977,,,,,,,,,,,,,,
2014-09-30 00:00:00+00:00,386.9440002441406,,,,,,,,,,,,,4.474730014801025,,,,,,,,,,,,,,
2014-10-01 00:00:00+00:00,383.614990234375,,,,,,,,,,,,,4.42855978012085,,,,,,,,,,,,,,
2014-10-02 00:00:00+00:00,375.0719909667969,,,,,,,,,,,,,4.322659969329834,,,,,,,,,,,,,,
2014-10-03 00:00:00+00:00,359.5119934082031,,,,,,,,,,,,,4.175119876861572,,,,,,,,,,,,,,
2014-10-04 00:00:00+00:00,328.8659973144531,,,,,,,,,,,,,3.938199996948242,,,,,,,,,,,,,,
2014-10-05 00:00:00+00:00,320.510009765625,,,,,,,,,,,,,3.6991400718688965,,,,,,,,,,,,,,
2014-10-06 00:00:00+00:00,330.0790100097656,,,,,,,,,,,,,3.8223700523376465,,,,,,,,,,,,,,
2014-10-07 00:00:00+00:00,336.18701171875,,,,,,,,,,,,,3.8586299419403076,,,,,,,,,,,,,,
2014-10-08 00:00:00+00:00,352.94000244140625,,,,,,,,,,,,,3.9078900814056396,,,,,,,,,,,,,,
2014-10-09 00:00:00+00:00,365.0260009765625,,,,,,,,,,,,,3.9006600379943848,,,,,,,,,,,,,,
2014-10-10 00:00:00+00:00,361.56201171875,,,,,,,,,,,,,3.807389974594116,,,,,,,,,,,,,,
2014-10-11 00:00:00+00:00,362.29901123046875,,,,,,,,,,,,,3.77266001701355,,,,,,,,,,,,,,
2014-10-12 00:00:00+00:00,378.54901123046875,,,,,,,,,,,,,3.850330114364624,,,,,,,,,,,,,,
2014-10-13 00:00:00+00:00,390.41400146484375,,,,,,,,,,,,,3.8617799282073975,,,,,,,,,,,,,,
2014-10-14 00:00:00+00:00,400.8699951171875,,,,,,,,,,,,,4.0759100914001465,,,,,,,,,,,,,,
2014-10-15 00:00:00+00:00,394.77301025390625,,,,,,,,,,,,,4.056419849395752,,,,,,,,,,,,,,
2014-10-16 00:00:00+00:00,382.5559997558594,,,,,,,,,,,,,3.9908900260925293,,,,,,,,,,,,,,
2014-10-17 00:00:00+00:00,383.75799560546875,,,,,,,,,,,,,3.993269920349121,,,,,,,,,,,,,,
2014-10-18 00:00:00+00:00,391.4419860839844,,,,,,,,,,,,,4.055759906768799,,,,,,,,,,,,,,
2014-10-19 00:00:00+00:00,389.5459899902344,,,,,,,,,,,,,3.9889400005340576,,,,,,,,,,,,,,
2014-10-20 00:00:00+00:00,382.8450012207031,,,,,,,,,,,,,3.909830093383789,,,,,,,,,,,,,,
2014-10-21 00:00:00+00:00,386.4750061035156,,,,,,,,,,,,,3.9400100708007812,,,,,,,,,,,,,,
2014-10-22 00:00:00+00:00,383.1579895019531,,,,,,,,,,,,,3.843319892883301,,,,,,,,,,,,,,
2014-10-23 00:00:00+00:00,358.4169921875,,,,,,,,,,,,,3.739650011062622,,,,,,,,,,,,,,
2014-10-24 00:00:00+00:00,358.3450012207031,,,,,,,,,,,,,3.747529983520508,,,,,,,,,,,,,,
2014-10-25 00:00:00+00:00,347.27099609375,,,,,,,,,,,,,3.6675500869750977,,,,,,,,,,,,,,
2014-10-26 00:00:00+00:00,354.7040100097656,,,,,,,,,,,,,3.727180004119873,,,,,,,,,,,,,,
2014-10-27 00:00:00+00:00,352.989013671875,,,,,,,,,,,,,3.807310104370117,,,,,,,,,,,,,,
2014-10-28 00:00:00+00:00,357.6180114746094,,,,,,,,,,,,,3.8460700511932373,,,,,,,,,,,,,,
2014-10-29 00:00:00+00:00,335.59100341796875,,,,,,,,,,,,,3.72694993019104,,,,,,,,,,,,,,
2014-10-30 00:00:00+00:00,345.30499267578125,,,,,,,,,,,,,3.785860061645508,,,,,,,,,,,,,,
2014-10-31 00:00:00+00:00,338.3210144042969,,,,,,,,,,,,,3.753999948501587,,,,,,,,,,,,,,
2014-11-01 00:00:00+00:00,325.7489929199219,,,,,,,,,,,,,3.570590019226074,,,,,,,,,,,,,,
2014-11-02 00:00:00+00:00,325.8919982910156,,,,,,,,,,,,,3.585099935531616,,,,,,,,,,,,,,
2014-11-03 00:00:00+00:00,327.5539855957031,,,,,,,,,,,,,3.5780599117279053,,,,,,,,,,,,,,
2014-11-04 00:00:00+00:00,330.49200439453125,,,,,,,,,,,,,3.5917599201202393,,,,,,,,,,,,,,
2014-11-05 00:00:00+00:00,339.4859924316406,,,,,,,,,,,,,3.644850015640259,,,,,,,,,,,,,,
2014-11-06 00:00:00+00:00,349.2900085449219,,,,,,,,,,,,,3.64955997467041,,,,,,,,,,,,,,
2014-11-07 00:00:00+00:00,342.4150085449219,,,,,,,,,,,,,3.5573699474334717,,,,,,,,,,,,,,
